text,label,pre_text
[c]爹，[c]我一定要去啊！,"[1, 2]",爹，我一定要去啊！
[c]神仙是托梦给我的的，[c]要是我不去救人，[c]神仙不知道会不会怪我啊！,"[0, 14, 10]",神仙是托梦给我的的，要是我不去救人，神仙不知道会不会怪我啊！
[c]我有神仙保佑一定没事的。,[0],我有神仙保佑一定没事的。
[c]谢谢。,[0],谢谢。
[c][ch-0]，[c]您这意思是？,"[1, 3]",ch-0，您这意思是？
[c]第三，[c]我暴打你一顿，[c]不过这条路你要是选了，[c]下半辈子指定要在轮椅上度过一生，[c]所以，[c]你的选择是什么呢？,"[0, 0, 14, 15, 14, 3]",第三，我暴打你一顿，不过这条路你要是选了，下半辈子指定要在轮椅上度过一生，所以，你的选择是什么呢？
[c]我平常的话，[c]回答嗯就可以了。,"[0, 0]",我平常的话，回答嗯就可以了。
[c]行！,[12],行！
[c]第七号星辰乃是法古文明的商业星辰，[c]在这个商业星辰当中有诸多的资源，[c]只要出得起钱，[c]几乎也没有多少不能买的，[c]比起我们剑门的商业城池，[c]要庞大得太多太多。,"[0, 0, 14, 15, 14, 0]",第七号星辰乃是法古文明的商业星辰，在这个商业星辰当中有诸多的资源，只要出得起钱，几乎也没有多少不能买的，比起我们剑门的商业城池，要庞大得太多太多。
[c]那到时候一起去见识见识！,[9],那到时候一起去见识见识！
[c]这叫礼貌。,[0],这叫礼貌。
[c]禀告老太爷，[c]昨天那辆撞上[ch-2]先生的大卡车是被司机偷来的，[c]司机出车祸后当场死亡，[c]具体身份被人修改过，[c]查不到！,"[1, 0, 0, 0, 13]",禀告老太爷，昨天那辆撞上ch-2先生的大卡车是被司机偷来的，司机出车祸后当场死亡，具体身份被人修改过，查不到！
[c]星光级四重啊。,[2],星光级四重啊。
[c]是没有任何危险的，[c]最多就是这招失灵，[c][ch-2]没死，[c]全当孝敬他一次。,"[13, 0, 0, 8]",是没有任何危险的，最多就是这招失灵，ch-2没死，全当孝敬他一次。
[c]我的手下死之前说，[c]他可能来自[ch-0]，[c]告诉我，[c]这是真的吗？,"[0, 0, 0, 3]",我的手下死之前说，他可能来自ch-0，告诉我，这是真的吗？
[c]切得了吧！,[2],切得了吧！
[c]嗯？,[3],嗯？
[c]十弟幸苦了。,[2],十弟幸苦了。
[c]我奉了父王之命，[c]来提[ch-0]人。,"[0, 0]",我奉了父王之命，来提ch-0人。
[c]见过大祭酒！,[1],见过大祭酒！
[c]不，[c]是你。,"[13, 1]",不，是你。
[c]和你没关系，[c]他会杀了我两个手下？,"[13, 3]",和你没关系，他会杀了我两个手下？
[c]都是[ch-0]干的，[c]你是没有见到，[c][ch-1]两次犯到[ch-0]的面前，[c]都被[ch-0]狠狠的教训了一顿。,"[0, 13, 0, 15]",都是ch-0干的，你是没有见到，ch-1两次犯到ch-0的面前，都被ch-0狠狠的教训了一顿。
[c]臣妾恭送陛下。,[7],臣妾恭送陛下。
[c]呵呵，[c][ch-2]啊，[c][ch-0]先生让我来给您传达一个命令。,"[1, 1, 7]",呵呵，ch-2啊，ch-0先生让我来给您传达一个命令。
[c]有什么事？,[3],有什么事？
[c]凡事总有第一次。,[0],凡事总有第一次。
[c]还要多谢道友传授我七宝如意大咒，[c]我才能在年余光景中，[c]连开佛门九识，[c]铸就护身七宝。,"[14, 15, 15, 15]",还要多谢道友传授我七宝如意大咒，我才能在年余光景中，连开佛门九识，铸就护身七宝。
[c]如今道友可以呼我做天音！,[5],如今道友可以呼我做天音！
[c]啊？,[3],啊？
[c]少爷你是不是发烧了呀，[c]那些人都说是卖假药的，[c]我们还过去啊？,"[3, 0, 3]",少爷你是不是发烧了呀，那些人都说是卖假药的，我们还过去啊？
[c][ch-1]毕竟是抄袭，[c]她只是想害[ch-0]，[c]但不想暴露自己，[c]所以才模糊了视频。,"[14, 14, 15, 14]",ch-1毕竟是抄袭，她只是想害ch-0，但不想暴露自己，所以才模糊了视频。
[c]别别别，[c]我根本没想过要答应好吗。,"[13, 4]",别别别，我根本没想过要答应好吗。
[c]哼对了，[c]我想起来了，[c][ch-0]老师似乎挺关心这个[ch-1]的，[c]难不成[ch-0]老师也想和她一起走吗？,"[0, 0, 10, 4]",哼对了，我想起来了，ch-0老师似乎挺关心这个ch-1的，难不成ch-0老师也想和她一起走吗？
[c]听说[ch-0]一直没醒？,[3],听说ch-0一直没醒？
[c]爸？,[3],爸？
[c]谢谢[ch-0]先生，[c]我弟弟不懂事，[c]我回去一定好好教育教育他，[c]太谢谢您了。,"[0, 13, 9, 2]",谢谢ch-0先生，我弟弟不懂事，我回去一定好好教育教育他，太谢谢您了。
[c]向大家正式介绍一下，[c]我身边的这位，[c]惊天地泣鬼神的、一等一的美女，[c]是文化酒业的酒文化大使，[c]也是,"[0, 0, 0, 0, 1]",向大家正式介绍一下，我身边的这位，惊天地泣鬼神的、一等一的美女，是文化酒业的酒文化大使，也是
[c]她没骗你，[c]我接近你，[c]就是为了[ch-2]。,"[13, 0, 15]",她没骗你，我接近你，就是为了ch-2。
[c]接下来我做,[0],接下来我做
[c]另外，[c]把[ch-0]给我从集团叫回来，[c]还有，[c]动用[ch-2]家所有资源给我找，[c]找到这名拳王的信息，[c]地址，[c]一定要找到他，[c]找到他，[c]才能找到[ch-1]太子！,"[14, 7, 14, 0, 0, 0, 7, 7, 2]",另外，把ch-0给我从集团叫回来，还有，动用ch-2家所有资源给我找，找到这名拳王的信息，地址，一定要找到他，找到他，才能找到ch-1太子！
[c]是！,[11],是！
[c]下周就是二赛了，[c]你到时候怎么安排？,"[0, 3]",下周就是二赛了，你到时候怎么安排？
[c]哦，[c]保镖是吧！,"[0, 3]",哦，保镖是吧！
[c]而且，[c][ch-0]确实也不会愿意完全放下游戏部门的工作。,"[15, 13]",而且，ch-0确实也不会愿意完全放下游戏部门的工作。
[c]这样啊那行吧！,[2],这样啊那行吧！
[c]第一，[c]他对你没有任何想法，[c]所以看你跟看别人没什么区别，[c]第二，[c]他能将自己的情绪隐藏在心里，[c]不露于色，[c]这种人的心理素质极为强大，[c]必定是某个层次里顶尖的人物，[c]连我也做不到。,"[1, 13, 13, 1, 0, 13, 0, 0, 13]",第一，他对你没有任何想法，所以看你跟看别人没什么区别，第二，他能将自己的情绪隐藏在心里，不露于色，这种人的心理素质极为强大，必定是某个层次里顶尖的人物，连我也做不到。
[c]你们想吃什么？,[3],你们想吃什么？
[c][ch-0]老师，[c]请吧。,"[1, 7]",ch-0老师，请吧。
[c]岁月流逝，[c]如日月交替能无尽向前，[c]不断推演，[c]更可无限倒流，[c]回归原点,"[0, 0, 0, 14, 1]",岁月流逝，如日月交替能无尽向前，不断推演，更可无限倒流，回归原点
[c]所以，[c]是你主动认输，[c]还是，[c]我亲自动手？,"[14, 14, 3, 3]",所以，是你主动认输，还是，我亲自动手？
[c]爹，[c]你不用劝[ch-0]了，[c]他早就说过不想念了哩。,"[1, 13, 13]",爹，你不用劝ch-0了，他早就说过不想念了哩。
[c][ch-0]脑子活，[c]让他折腾，[c]没准将来比我这个哥哥还有出息哩。,"[0, 0, 10]",ch-0脑子活，让他折腾，没准将来比我这个哥哥还有出息哩。
[c]但愿是这样。,[15],但愿是这样。
[c]如今行宫人少，[c]我倒是机会来了。,"[0, 15]",如今行宫人少，我倒是机会来了。
[c]不管怎么说，[c]能早日有孕才好。,"[14, 15]",不管怎么说，能早日有孕才好。
[c]哪怕是先生个公主呢。,[14],哪怕是先生个公主呢。
[c][ch-0]小姐，[c]这张卡的确是真的。,"[1, 0]",ch-0小姐，这张卡的确是真的。
[c]不要紧，[c]马上就好了。,"[13, 0]",不要紧，马上就好了。
[c]夫人说的是。,[0],夫人说的是。
[c]没没什么。,[13],没没什么。
[c]欢迎各位道友远道而来参加我们的拍卖会，[c]本次拍卖会的拍品，[c]大家想必都清楚了，[c]那就是悟道茶。,"[0, 0, 10, 15]",欢迎各位道友远道而来参加我们的拍卖会，本次拍卖会的拍品，大家想必都清楚了，那就是悟道茶。
[c][ch-0]说过，[c]他与阁老是乡里，[c]又是阁老学生，[c]登科后颇受阁老照拂。,"[0, 0, 0, 0]",ch-0说过，他与阁老是乡里，又是阁老学生，登科后颇受阁老照拂。
[c]是。,[11],是。
[c]我知道了，[c]有劳太医了。,"[0, 0]",我知道了，有劳太医了。
[c]你想要真睛，[c]我给你寻，[c]今年寻不到，[c]明年会继续，[c]我以晶巫之名发誓，[c]若是你能治好我儿的病，[c]我定会为你寻真睛！,"[0, 9, 0, 8, 8, 14, 8]",你想要真睛，我给你寻，今年寻不到，明年会继续，我以晶巫之名发誓，若是你能治好我儿的病，我定会为你寻真睛！
[c]你怕了？,[3],你怕了？
[c]我。,[0],我。
[c]把[ch-0]哄开心了，[c]陪着他玩开心，[c]你想要什么就有什么，[c]出身低微，[c]就该有点自知之明，[c]没什么背景，[c]就该学会放低姿态，[c]你看，[c][ch-1]就很懂规矩嘛！,"[7, 7, 8, 0, 15, 0, 15, 0, 2]",把ch-0哄开心了，陪着他玩开心，你想要什么就有什么，出身低微，就该有点自知之明，没什么背景，就该学会放低姿态，你看，ch-1就很懂规矩嘛！
[c]那人擅使重兵器，[c]姓[ch-2]，[c]单名一个[ch-1]。,"[0, 0, 0]",那人擅使重兵器，姓ch-2，单名一个ch-1。
[c]陛下。,[1],陛下。
[c]也好，[c]传话过去，[c]就那边腾出个雅间来，[c]再去预备好车马。,"[0, 7, 7, 7]",也好，传话过去，就那边腾出个雅间来，再去预备好车马。
[c]当然，[c]我也只会送你一两只，[c]而且，[c]不要打准神的主意。,"[14, 15, 14, 13]",当然，我也只会送你一两只，而且，不要打准神的主意。
[c]那东西的幼体，[c]我也没有几只。,"[0, 13]",那东西的幼体，我也没有几只。
[c][ch-0]，[c]你去给我买个橡皮。,"[1, 7]",ch-0，你去给我买个橡皮。
[c]干嘛呀。,[3],干嘛呀。
[c]我觉得这张天价脸该去投保,[10],我觉得这张天价脸该去投保
[c]正好我也邀请了一些其他有背景的年轻人，[c]昨天我情绪有些失控，[c]没有好好招待你，[c]晚上就当大嫂给你接风洗尘，[c]怎么样啊？,"[0, 0, 13, 9, 3]",正好我也邀请了一些其他有背景的年轻人，昨天我情绪有些失控，没有好好招待你，晚上就当大嫂给你接风洗尘，怎么样啊？
[c]这个我知道，[c]正是考虑到这点，[c]才没在传讯符上做限制，[c]只是，[c]出现了个离谱的家伙，[c]居然和这么多人有联系，[c]看来我们对灵山的情况掌握太弱了。,"[0, 14, 15, 14, 0, 2, 2]",这个我知道，正是考虑到这点，才没在传讯符上做限制，只是，出现了个离谱的家伙，居然和这么多人有联系，看来我们对灵山的情况掌握太弱了。
[c][ch-0]妹妹，[c]快请坐，[c]我表弟这个人吧，[c]有时候不太会说话，[c]你多担待着点，[c]但有一点你放心，[c]他不花心，[c]别看他长这么大了，[c]可从来没交过女朋友。,"[1, 6, 0, 0, 5, 15, 13, 13, 13]",ch-0妹妹，快请坐，我表弟这个人吧，有时候不太会说话，你多担待着点，但有一点你放心，他不花心，别看他长这么大了，可从来没交过女朋友。
[c][ch-0]选手，[c]到你了。,"[1, 0]",ch-0选手，到你了。
[c]儿啊，[c]娘现在可以帮你警告他一次，[c]可也不能警告一辈子。,"[1, 8, 13]",儿啊，娘现在可以帮你警告他一次，可也不能警告一辈子。
[c]没事大哥，[c][ch-0]身份高贵，[c]我一个普通人就算不认识也没什么关系，[c]我填合同，[c]以后咱们兄弟就能在一起生活了。,"[0, 0, 13, 0, 15]",没事大哥，ch-0身份高贵，我一个普通人就算不认识也没什么关系，我填合同，以后咱们兄弟就能在一起生活了。
[c]好，[c]那就拜托您了，[c][ch-1]先生。,"[11, 6, 1]",好，那就拜托您了，ch-1先生。
[c]好的，[c]我非常愿意回避。,"[12, 15]",好的，我非常愿意回避。
[c]你涉世未深，[c]有些事没有你想象中的那么正义和简单，[c]我现在只希望你好好读书，[c]君子报仇十年不晚，[c]别为了我把自己都搭进去，[c]如果你出了事，[c]我一辈子都会活在痛苦当中，[c]更不会开心。,"[0, 13, 14, 0, 0, 14, 1, 13]",你涉世未深，有些事没有你想象中的那么正义和简单，我现在只希望你好好读书，君子报仇十年不晚，别为了我把自己都搭进去，如果你出了事，我一辈子都会活在痛苦当中，更不会开心。
[c]多少钱？,[3],多少钱？
[c]现场我已经查看过古堡里，[c]目前就我们这些人，[c]所以说在座的都是嫌疑人，[c]你们可以选择沉默，[c]但是你们说的每一句话都将成为呈堂证供。,"[0, 0, 14, 15, 15]",现场我已经查看过古堡里，目前就我们这些人，所以说在座的都是嫌疑人，你们可以选择沉默，但是你们说的每一句话都将成为呈堂证供。
[c]我打个电话先。,[9],我打个电话先。
[c]此人曾经在南境诛杀蛮皇，[c]同样在东境以五千乞活军硬生生的拖住了数万东莱锐卒！,"[0, 0]",此人曾经在南境诛杀蛮皇，同样在东境以五千乞活军硬生生的拖住了数万东莱锐卒！
[c]我知道哥，[c]麻烦你了，[c]我不在意的！,"[0, 0, 13]",我知道哥，麻烦你了，我不在意的！
[c]一天十五个筐吧。,[0],一天十五个筐吧。
[c][ch-0]，[c]去把我的东西都搬出来吧，[c]我去睡客房。,"[1, 7, 9]",ch-0，去把我的东西都搬出来吧，我去睡客房。
[c]不管如何，[c]我不会单独见你。,"[14, 13]",不管如何，我不会单独见你。
[c]再找找吧。,[9],再找找吧。
[c]当初[ch-0]出事的时候，[c]也没像你今天这样。,"[0, 13]",当初ch-0出事的时候，也没像你今天这样。
[c]小意思！,[2],小意思！
[c]你现在多少级了？,[3],你现在多少级了？
[c]先生，[c]其实我们,"[1, 14]",先生，其实我们
[c]这里也没有吗？,[3],这里也没有吗？
[c]我们决定解除先辈的痛苦，[c]将龙魂封印，[c]等待着一个领路人的到来。,"[9, 0, 0]",我们决定解除先辈的痛苦，将龙魂封印，等待着一个领路人的到来。
[c]难怪！,[2],难怪！
[c]你还有什么要说的？,[3],你还有什么要说的？
[c]嫂子，[c]等送走了这些大佛，[c]你要有心理准备，[c]就要开课了。,"[1, 0, 5, 0]",嫂子，等送走了这些大佛，你要有心理准备，就要开课了。
[c]冲喜？,[3],冲喜？
[c]我还以为你被抓走了呢，[c]没想到会在这里遇到你。,"[13, 13]",我还以为你被抓走了呢，没想到会在这里遇到你。
[c]怎么会，[c]对我来说，[c]你才是我的朋友，[c]而她，[c]只是个路人。,"[4, 0, 0, 14, 15]",怎么会，对我来说，你才是我的朋友，而她，只是个路人。
[c]那就好，[c]我们先走了，[c][ch-0]，[c]您多保重，[c]再见。,"[0, 9, 1, 5, 0]",那就好，我们先走了，ch-0，您多保重，再见。
[c]他是我带来的人，[c][ch-0]，[c]给我个面子，[c]今天这事情呢是我们错了，[c]我们现在就走。,"[0, 1, 7, 0, 9]",他是我带来的人，ch-0，给我个面子，今天这事情呢是我们错了，我们现在就走。
[c]你什么打算？,[3],你什么打算？
[c]我做饭去了。,[9],我做饭去了。
[c]不用了，[c]我问你，[c]这花是哪来的？,"[13, 0, 3]",不用了，我问你，这花是哪来的？
[c]是是啊[ch-0]太子找到了！,[2],是是啊ch-0太子找到了！
[c]这可不是危言耸听。,[13],这可不是危言耸听。
[c]你说的可是那平顶山上的老翁？,[3],你说的可是那平顶山上的老翁？
[c][ch-1]公主习得一种内力名唤琴狱音功，[c]是一种音波功，[c]可将内力汇于琴音之中，[c]通过琴音伤人索命，[c]对内力薄弱之人，[c]颇有几分威力。,"[0, 0, 0, 0, 0, 0]",ch-1公主习得一种内力名唤琴狱音功，是一种音波功，可将内力汇于琴音之中，通过琴音伤人索命，对内力薄弱之人，颇有几分威力。
[c][ch-1]公主自幼习武，[c]内力已有所成。,"[0, 0]",ch-1公主自幼习武，内力已有所成。
[c]上使前辈，[c]这次我们收到青田界水木二气恢复的迹象，[c]就赶紧到此，[c]看看有无恢复的可能，[c]这回好了，[c]这里水木二气恢复，[c]我们就将炼云青田宗余部迁回，[c]恢复这里青田界的原本模样。,"[1, 0, 15, 10, 0, 0, 15, 0]",上使前辈，这次我们收到青田界水木二气恢复的迹象，就赶紧到此，看看有无恢复的可能，这回好了，这里水木二气恢复，我们就将炼云青田宗余部迁回，恢复这里青田界的原本模样。
[c]恩，[c]没什么要交代的。,"[12, 13]",恩，没什么要交代的。
[c]我刚才听[ch-1]说[ch-0]同学在这里，[c][ch-0]同学，[c]我之前去你们家看望，[c]你不在，[c]你可是我们凤凰城的骄傲啊。,"[0, 1, 0, 13, 2]",我刚才听ch-1说ch-0同学在这里，ch-0同学，我之前去你们家看望，你不在，你可是我们凤凰城的骄傲啊。
[c]我也注意到了，[c]整个上半场，[c]他一直在场边坐着，[c]竟然连战术板都没拿过。,"[0, 0, 0, 2]",我也注意到了，整个上半场，他一直在场边坐着，竟然连战术板都没拿过。
[c]说来话长，[c]回家再说。,"[0, 9]",说来话长，回家再说。
[c]这不是有手机吗，[c]给他打个电话啊，[c]我们身份特殊所以不便私用你们的手机。,"[4, 7, 0]",这不是有手机吗，给他打个电话啊，我们身份特殊所以不便私用你们的手机。
[c][ch-1]，[c][ch-2]一天于此，[c]请战！,"[1, 0, 2]",ch-1，ch-2一天于此，请战！
[c]你爸爸很疼你。,[0],你爸爸很疼你。
[c]已经搭好了。,[0],已经搭好了。
[c]这名字好熟悉啊，[c]诶，[c]是不是[ch-0]家那个废物上门女婿的弟弟？,"[2, 2, 3]",这名字好熟悉啊，诶，是不是ch-0家那个废物上门女婿的弟弟？
[c]明天应该可以看到结果。,[10],明天应该可以看到结果。
[c]什么事。,[3],什么事。
[c]你好，[c]我是偶尔路过此地的人，[c]想要打听一下，[c]这里是什么地方。,"[1, 0, 0, 3]",你好，我是偶尔路过此地的人，想要打听一下，这里是什么地方。
[c]是，[c]少爷，[c]奴婢受教了。,"[11, 1, 0]",是，少爷，奴婢受教了。
[c]叫我[ch-0]少便好了。,[0],叫我ch-0少便好了。
[c]没有。,[13],没有。
[c]爷爷亏欠你的，[c]回京城，[c]补给你，[c]有喜欢的女孩子吗？,"[0, 7, 7, 3]",爷爷亏欠你的，回京城，补给你，有喜欢的女孩子吗？
[c]哎，[c]只是这样一来，[c]给事中们心里要憋爆了。,"[2, 14, 15]",哎，只是这样一来，给事中们心里要憋爆了。
[c]确定了吗？,[3],确定了吗？
[c]情报显示，[c][ch-0]率领两百万大军先行，[c][ch-1]之后出发，[c]不过，[c][ch-1]的大军停在俄卢松、普罗关和坦佩谷的岔路口那里，[c]并没有选择进攻普罗关还是坦佩谷。,"[0, 0, 0, 14, 0, 13]",情报显示，ch-0率领两百万大军先行，ch-1之后出发，不过，ch-1的大军停在俄卢松、普罗关和坦佩谷的岔路口那里，并没有选择进攻普罗关还是坦佩谷。
[c]他应该在等[ch-0]的消息。,[10],他应该在等ch-0的消息。
[c]没想到，[c]大叔还是个军迷，[c]怪不得身手那么好，[c]那么男人，[c]嘻嘻。,"[13, 0, 13, 0, 0]",没想到，大叔还是个军迷，怪不得身手那么好，那么男人，嘻嘻。
[c]不过小姐你别担心，[c]这件事被姑爷压了下来，[c]对你不会有什么影响。,"[14, 0, 13]",不过小姐你别担心，这件事被姑爷压了下来，对你不会有什么影响。
[c]你的身体还好没受伤，[c]那个[ch-0]虽然也在医院，[c]但也只是一点小伤。,"[0, 14, 15]",你的身体还好没受伤，那个ch-0虽然也在医院，但也只是一点小伤。
[c]庆幸这次你们都没事，[c]不然你要是出事了，[c]我怎么向老太爷交代啊,"[14, 14, 4]",庆幸这次你们都没事，不然你要是出事了，我怎么向老太爷交代啊
[c]明白，[c]我马上安排人把血袋送进冰块箱。,"[11, 8]",明白，我马上安排人把血袋送进冰块箱。
[c]这位[ch-1]明摆着就是我[ch-0]家的孙太子，[c]传我之令，[c]调动京都密叠司，[c]一分钟之内，[c]我要这个叫[ch-2]的所有信息还有行踪！,"[0, 7, 7, 0, 9]",这位ch-1明摆着就是我ch-0家的孙太子，传我之令，调动京都密叠司，一分钟之内，我要这个叫ch-2的所有信息还有行踪！
[c]我只负责提供场地，[c]拳武协会的处罚通知一到，[c]我就准备文件，[c]到时候这个[ch-0]是死是活就无关紧要了。,"[15, 0, 0, 0]",我只负责提供场地，拳武协会的处罚通知一到，我就准备文件，到时候这个ch-0是死是活就无关紧要了。
[c]六十年前，[c]时家便是发现了星空之海内存在的寒玉矿，[c]借此而发动战争，[c]我跟你说过。,"[0, 0, 0, 0]",六十年前，时家便是发现了星空之海内存在的寒玉矿，借此而发动战争，我跟你说过。
[c]我是一个人渣，[c]除了勾搭女人之外，[c]完全一无是处。,"[0, 14, 13]",我是一个人渣，除了勾搭女人之外，完全一无是处。
[c]你们觉得把这么重要的任务交给我，[c]靠谱吗？,"[4, 3]",你们觉得把这么重要的任务交给我，靠谱吗？
[c]这好像不太符合你们的作风啊，[c]你们黑龙台这么强大的秘密势力，[c]应该更加缜密一些的，[c]我不信你们黑龙台没有培养更加专业的美男子密谍。,"[13, 0, 10, 13]",这好像不太符合你们的作风啊，你们黑龙台这么强大的秘密势力，应该更加缜密一些的，我不信你们黑龙台没有培养更加专业的美男子密谍。
[c]哦哦好，[c]我知道了，[c]那你什么你也注意一点啊！,"[0, 0, 5]",哦哦好，我知道了，那你什么你也注意一点啊！
[c]我的任务已经完成了。,[0],我的任务已经完成了。
[c]妈，[c]你喜欢今天那个小院子吗？,"[1, 3]",妈，你喜欢今天那个小院子吗？
[c]那打扰了。,[0],那打扰了。
[c]但有一个可以利用的bug！,[15],但有一个可以利用的bug！
[c]明天我会把之前的辞职表递交上去的，[c][ch-0]集团的保洁员，[c]我不干了，[c]等回去之后我就搬出来。,"[8, 0, 13, 9]",明天我会把之前的辞职表递交上去的，ch-0集团的保洁员，我不干了，等回去之后我就搬出来。
[c]媳妇如何？,[3],媳妇如何？
[c]我和你一起去。,[9],我和你一起去。
[c][ch-0]道兄准备去何处？,[3],ch-0道兄准备去何处？
[c]哎。,[2],哎。
[c]你不同意，[c]并不重要，[c]重要的是你来得太迟了。,"[13, 13, 15]",你不同意，并不重要，重要的是你来得太迟了。
[c]那你为什么要那么说？,[4],那你为什么要那么说？
[c]爷爷好！,[1],爷爷好！
[c]我听说你还参加了一个比赛，[c]拿了第一名？,"[0, 3]",我听说你还参加了一个比赛，拿了第一名？
[c]那今天可算是来对时候了，[c]这一次国外来我们宁城拳擂挑战的几名高手，[c]都是太阳国当地赫赫有名的拳术大师的弟子，[c]听说叫什么[ch-0]家族，[c]地位极高呢！,"[0, 0, 0, 0, 2]",那今天可算是来对时候了，这一次国外来我们宁城拳擂挑战的几名高手，都是太阳国当地赫赫有名的拳术大师的弟子，听说叫什么ch-0家族，地位极高呢！
[c]嘿嘿，[c]哎哟！,"[2, 2]",嘿嘿，哎哟！
[c]晚上好。,[1],晚上好。
[c]一千年前，[c]剑宗那一旦汇集了不知多少人材，[c]第八代当中，[c]实力排名前五的，[c]便有排名第一[ch-0]师伯，[c]排名第二的那位，[c]排名第四的[ch-1]师伯出身剑宗，[c]排名第三，[c]排名第五的出身于是气宗，[c]不过排名第三的殁了，[c]于是乎，[c]剑宗的实力更强。,"[0, 0, 0, 0, 15, 0, 0, 0, 0, 14, 14, 0]",一千年前，剑宗那一旦汇集了不知多少人材，第八代当中，实力排名前五的，便有排名第一ch-0师伯，排名第二的那位，排名第四的ch-1师伯出身剑宗，排名第三，排名第五的出身于是气宗，不过排名第三的殁了，于是乎，剑宗的实力更强。
[c]是的家主，[c]那位老人姓[ch-0]，[c]交上来的档案很模糊，[c]所以没有被密叠司录入！,"[1, 0, 0, 13]",是的家主，那位老人姓ch-0，交上来的档案很模糊，所以没有被密叠司录入！
[c]你去空间罩吧。,[7],你去空间罩吧。
[c]空间罩里的血清稀薄，[c]普通丧尸恢复需要一天，[c]你可能需要一年，[c]或者几年。,"[0, 0, 10, 15]",空间罩里的血清稀薄，普通丧尸恢复需要一天，你可能需要一年，或者几年。
[c]我没有血清给你了。,[13],我没有血清给你了。
[c]妹妹，[c]我老脸皮厚地自说自话，[c]就称呼你妹妹了。,"[1, 0, 0]",妹妹，我老脸皮厚地自说自话，就称呼你妹妹了。
[c]我呀，[c]见着妹妹就觉得自在，[c]也松了口气。,"[0, 0, 0]",我呀，见着妹妹就觉得自在，也松了口气。
[c]妹妹不知道，[c]前儿老爷跟我说，[c]要设宴请[ch-1]老爷和夫人，[c]我心里还担心，[c]不晓得这位夫人是什么样人，[c]说不定又要,"[13, 0, 0, 0, 13, 10]",妹妹不知道，前儿老爷跟我说，要设宴请ch-1老爷和夫人，我心里还担心，不晓得这位夫人是什么样人，说不定又要
[c]我们到山顶上去吧，[c]在山脚下太累人了。,"[9, 0]",我们到山顶上去吧，在山脚下太累人了。
[c]吴淞江在昆山共六十二里，[c]共有四段要紧之处，[c][ch-0]管事命令咱们选一到两处下手。,"[0, 0, 0]",吴淞江在昆山共六十二里，共有四段要紧之处，ch-0管事命令咱们选一到两处下手。
[c]是啊，[c]我是新来的保洁员。,"[12, 0]",是啊，我是新来的保洁员。
[c]轰隆！,[0],轰隆！
[c]不。,[13],不。
[c]不要了啦，[c]哥哥，[c]你现在回来来一趟，[c]再回去去，[c]后天都不知道过到哪里去了。,"[13, 1, 0, 7, 13]",不要了啦，哥哥，你现在回来来一趟，再回去去，后天都不知道过到哪里去了。
[c][ch-0]才不舍得哥哥这么辛苦呢~[ch-0]没事的，[c]你看，[c][ch-0]打了这么久的电话都没有哭。,"[13, 5, 13]",ch-0才不舍得哥哥这么辛苦呢~ch-0没事的，你看，ch-0打了这么久的电话都没有哭。
[c][ch-1]这个人很有傲气，[c]但偏偏有时候为了达到目的，[c]给别人当牛做马、卑躬屈膝地下跪讨好都能做到，[c]这种人很可怕，[c]也不会轻易失败。,"[0, 15, 0, 0, 13]",ch-1这个人很有傲气，但偏偏有时候为了达到目的，给别人当牛做马、卑躬屈膝地下跪讨好都能做到，这种人很可怕，也不会轻易失败。
[c]所以，[c][ch-2]少爷和[ch-1]挑战了？,"[14, 3]",所以，ch-2少爷和ch-1挑战了？
[c]自己人过来有什么好问的？,[4],自己人过来有什么好问的？
[c]苹果手机？,[3],苹果手机？
[c]那确实是好东西，[c]但我为什么要买？,"[0, 4]",那确实是好东西，但我为什么要买？
[c]哪怕幻仙科技的手机很普通，[c]我也选择幻仙科技。,"[14, 15]",哪怕幻仙科技的手机很普通，我也选择幻仙科技。
[c]因为幻仙科技赚的钱全都投入研发了，[c]搞出来的癌康1号造福全人类！,"[0, 0]",因为幻仙科技赚的钱全都投入研发了，搞出来的癌康1号造福全人类！
[c]大家多支持一下，[c]说不定幻仙科技连艾滋病什么的全都给攻克了。,"[7, 10]",大家多支持一下，说不定幻仙科技连艾滋病什么的全都给攻克了。
[c]她是[ch-2]的部下，[c]心里当然是向着[ch-2]的，[c]这叫盲目崇拜，[c]除非你真的亲手击败[ch-2]，[c]否则她永远会嘴硬！,"[0, 15, 0, 14, 15]",她是ch-2的部下，心里当然是向着ch-2的，这叫盲目崇拜，除非你真的亲手击败ch-2，否则她永远会嘴硬！
[c]我的闺女啊，[c]你还不明白吗，[c][ch-3]家出了这档子事，[c]是想给[ch-0]冲喜，[c]我跟[ch-3]夫人聊过了，[c]她不嫌弃你之前的名声，[c]这是个难得的好机会，[c][ch-2]也是同意的，[c]聘礼也不会少，[c]我和你说这聘礼可是价值连城，[c]比得上,"[2, 4, 0, 0, 0, 13, 0, 0, 13, 0, 13]",我的闺女啊，你还不明白吗，ch-3家出了这档子事，是想给ch-0冲喜，我跟ch-3夫人聊过了，她不嫌弃你之前的名声，这是个难得的好机会，ch-2也是同意的，聘礼也不会少，我和你说这聘礼可是价值连城，比得上
[c][ch-1]，[c]我想买肉还有,"[1, 0]",ch-1，我想买肉还有
[c][ch-1]，[c]你也看到了，[c][ch-0]很喜欢你。,"[1, 0, 0]",ch-1，你也看到了，ch-0很喜欢你。
